5.5, 69.08333333333334
6.0, 69.98484848484847
6.5, 69.1060606060606
7.0, 69.6969696969697
7.5, 70.01515151515153
8.0, 69.36363636363635
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
